time,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,weathercode,windspeed_10m_max,city
2025-04-25,37.1,22.2,38.9,24.3,0.0,0.0,3.0,13.8,Dubai
2025-04-26,41.0,23.6,41.0,26.2,0.0,0.0,3.0,15.3,Dubai
2025-04-27,42.6,26.5,42.3,24.8,0.0,0.0,3.0,16.6,Dubai
2025-04-28,41.8,27.3,40.1,25.9,0.0,0.0,3.0,15.6,Dubai
2025-04-29,41.4,26.6,40.2,25.0,0.0,0.0,0.0,11.7,Dubai
2025-04-30,41.1,26.5,40.4,24.8,0.0,0.0,3.0,12.8,Dubai
2025-05-01,38.8,26.2,38.9,25.2,0.0,0.0,2.0,13.3,Dubai
2025-05-02,37.6,25.6,40.0,26.4,0.0,0.0,0.0,12.4,Dubai
2025-05-03,37.1,27.0,39.1,29.2,0.0,0.0,3.0,16.5,Dubai
2025-05-04,40.5,27.2,39.2,27.1,0.0,0.0,3.0,16.3,Dubai
2025-05-05,38.8,26.5,39.0,26.4,0.0,0.0,3.0,18.1,Dubai
2025-05-06,35.6,29.1,39.7,31.7,0.0,0.0,1.0,27.3,Dubai
2025-05-07,32.1,27.2,34.4,28.7,0.0,0.0,1.0,26.2,Dubai
2025-05-08,31.7,25.2,35.1,27.0,0.0,0.0,0.0,20.2,Dubai
2025-05-09,34.2,22.8,38.9,23.9,0.0,0.0,0.0,11.5,Dubai
2025-05-10,33.1,23.5,39.8,28.4,0.0,0.0,3.0,13.6,Dubai
2025-05-11,35.3,25.8,40.6,29.6,0.0,0.0,0.0,13.8,Dubai
2025-05-12,38.2,26.4,40.7,29.7,0.0,0.0,0.0,15.0,Dubai
2025-05-13,40.4,26.3,40.8,27.5,0.0,0.0,0.0,15.0,Dubai
2025-05-14,40.6,26.9,42.3,26.8,0.0,0.0,0.0,15.7,Dubai
2025-05-15,39.1,27.8,39.4,28.3,0.0,0.0,0.0,15.8,Dubai
2025-05-16,37.1,26.6,39.4,27.3,0.0,0.0,0.0,16.1,Dubai
2025-05-17,35.3,26.8,40.2,30.1,0.0,0.0,0.0,17.6,Dubai
2025-05-18,35.1,26.0,38.2,29.5,0.0,0.0,0.0,13.2,Dubai
2025-05-19,35.8,24.5,41.1,29.5,0.0,0.0,0.0,11.9,Dubai
2025-05-20,36.2,25.7,42.6,31.7,0.0,0.0,3.0,11.1,Dubai
2025-05-21,39.8,25.5,44.2,29.7,0.0,0.0,0.0,11.6,Dubai
2025-05-22,40.8,26.2,43.8,31.4,0.0,0.0,0.0,12.7,Dubai
2025-05-23,43.8,27.8,45.2,29.7,0.0,0.0,0.0,12.1,Dubai
2025-05-24,43.8,28.0,43.8,28.4,0.0,0.0,0.0,11.7,Dubai
2025-05-25,41.6,27.7,43.0,28.8,0.0,0.0,0.0,16.6,Dubai
2025-05-26,41.9,27.9,45.3,32.9,0.0,0.0,0.0,18.3,Dubai
2025-05-27,36.3,29.5,40.6,32.3,0.0,0.0,0.0,17.5,Dubai
2025-05-28,38.3,27.4,43.0,29.2,0.0,0.0,0.0,13.9,Dubai
2025-05-29,39.7,26.2,44.3,31.0,0.0,0.0,2.0,14.5,Dubai
2025-05-30,39.4,27.4,41.9,30.5,0.0,0.0,1.0,14.8,Dubai
2025-05-31,37.6,28.7,41.8,32.4,0.0,0.0,2.0,14.1,Dubai
2025-06-01,38.0,27.0,42.3,30.2,0.0,0.0,3.0,14.0,Dubai
2025-06-02,38.3,27.0,42.6,30.2,0.0,0.0,3.0,14.9,Dubai
2025-06-03,37.7,26.2,43.6,30.4,0.0,0.0,2.0,13.0,Dubai
2025-06-04,35.9,27.8,40.5,32.4,0.0,0.0,1.0,16.6,Dubai
2025-06-05,36.8,26.8,41.0,29.6,0.0,0.0,0.0,15.0,Dubai
2025-06-06,34.9,26.7,39.2,28.8,0.0,0.0,0.0,17.2,Dubai
2025-06-07,35.8,25.2,41.2,30.0,0.2,0.2,51.0,16.7,Dubai
2025-06-08,37.0,28.4,42.5,36.0,0.0,0.0,1.0,16.6,Dubai
2025-06-09,39.4,28.5,43.2,35.7,0.0,0.0,1.0,17.4,Dubai
2025-06-10,41.8,29.9,43.1,33.9,0.0,0.0,0.0,18.6,Dubai
2025-06-11,41.2,29.1,42.1,30.3,0.0,0.0,0.0,13.8,Dubai
2025-06-12,42.5,29.1,44.1,33.0,0.0,0.0,0.0,14.3,Dubai
2025-06-13,42.1,29.2,46.4,33.2,0.0,0.0,0.0,14.8,Dubai
2025-06-14,42.6,28.1,43.7,33.9,0.0,0.0,0.0,17.4,Dubai
2025-06-15,38.7,28.6,42.3,29.6,0.0,0.0,1.0,13.8,Dubai
2025-06-16,41.9,29.0,48.4,31.7,0.0,0.0,0.0,11.5,Dubai
2025-06-17,41.1,30.1,45.5,35.0,0.0,0.0,0.0,13.9,Dubai
2025-06-18,41.1,29.8,45.7,32.6,0.0,0.0,0.0,13.0,Dubai
2025-06-19,40.8,28.4,46.2,36.0,0.0,0.0,3.0,13.3,Dubai
2025-06-20,41.2,29.0,44.8,36.6,0.0,0.0,3.0,12.6,Dubai
2025-06-21,38.5,28.2,44.9,34.2,0.0,0.0,3.0,10.7,Dubai
2025-06-22,38.0,28.3,42.9,35.3,0.0,0.0,3.0,12.1,Dubai
2025-06-23,38.2,28.8,42.4,35.0,0.0,0.0,2.0,16.2,Dubai
2025-06-24,38.1,29.4,41.6,32.7,0.0,0.0,3.0,16.2,Dubai
2025-06-25,40.7,28.4,43.5,29.8,0.0,0.0,3.0,12.2,Dubai
2025-06-26,39.5,28.2,45.8,35.1,0.0,0.0,3.0,14.6,Dubai
2025-06-27,42.1,28.9,46.0,34.7,0.0,0.0,3.0,14.5,Dubai
2025-06-28,41.4,29.5,46.9,34.9,0.0,0.0,3.0,14.7,Dubai
2025-06-29,36.6,28.5,42.9,37.0,0.0,0.0,3.0,11.9,Dubai
2025-06-30,37.7,28.4,43.3,33.4,0.0,0.0,3.0,12.8,Dubai
2025-07-01,39.8,28.5,44.9,34.1,0.0,0.0,3.0,11.6,Dubai
2025-07-02,38.1,28.5,45.6,34.3,0.0,0.0,3.0,13.2,Dubai
2025-07-03,40.3,29.6,45.3,36.4,0.0,0.0,3.0,14.1,Dubai
2025-07-04,41.7,29.2,45.8,34.9,0.0,0.0,3.0,12.8,Dubai
2025-07-05,38.9,30.2,44.9,37.4,0.0,0.0,3.0,15.8,Dubai
2025-07-06,37.3,30.0,42.6,34.2,0.0,0.0,3.0,18.0,Dubai
2025-07-07,36.8,29.3,39.9,33.2,0.0,0.0,3.0,16.6,Dubai
2025-07-08,36.8,28.8,41.0,32.8,0.0,0.0,3.0,14.7,Dubai
2025-07-09,37.2,27.5,39.6,31.4,0.0,0.0,3.0,11.7,Dubai
2025-07-10,37.5,28.1,42.3,30.2,0.0,0.0,3.0,11.8,Dubai
2025-07-11,43.5,28.9,47.1,33.9,0.0,0.0,3.0,22.8,Dubai
2025-07-12,42.8,31.7,47.3,36.3,0.0,0.0,3.0,16.8,Dubai
2025-07-13,44.3,32.7,49.1,35.0,0.0,0.0,1.0,16.4,Dubai
2025-07-14,43.7,33.6,47.4,36.1,0.0,0.0,3.0,15.8,Dubai
2025-07-15,46.4,33.4,48.4,36.5,0.0,0.0,3.0,16.8,Dubai
2025-07-16,44.0,33.3,45.6,34.2,0.0,0.0,3.0,17.9,Dubai
2025-07-17,40.7,30.3,43.2,34.1,0.0,0.0,0.0,14.6,Dubai
2025-07-18,44.9,32.8,48.4,35.1,0.0,0.0,2.0,16.6,Dubai
2025-07-19,43.9,33.7,46.1,36.9,0.0,0.0,3.0,12.9,Dubai
2025-07-20,39.7,31.8,46.9,38.6,0.0,0.0,3.0,13.8,Dubai
2025-07-21,46.5,32.1,49.4,38.3,0.0,0.0,3.0,18.0,Dubai
2025-07-22,46.0,32.5,49.2,37.6,0.0,0.0,3.0,17.1,Dubai
2025-07-23,38.3,32.2,47.8,38.9,0.0,0.0,3.0,12.4,Dubai
2025-07-24,37.9,30.0,46.5,37.3,0.0,0.0,1.0,17.4,Dubai
2025-07-25,46.3,32.7,49.0,36.6,0.0,0.0,2.0,16.2,Dubai
2025-07-26,44.4,33.0,48.7,36.3,0.0,0.0,3.0,15.1,Dubai
2025-07-27,43.6,31.5,46.9,37.7,0.0,0.0,3.0,15.6,Dubai
2025-07-28,,,,,,,,,Dubai
2025-07-29,,,,,,,,,Dubai
2019-01-01,14.4,4.3,10.6,-0.2,7.5,7.5,63.0,35.6,New York
2019-01-02,3.7,-0.4,0.6,-4.7,0.0,0.0,3.0,16.0,New York
2019-01-03,7.0,0.2,2.2,-3.3,0.0,0.0,3.0,25.7,New York
2019-01-04,8.0,-1.3,3.6,-5.4,0.0,0.0,3.0,20.4,New York
2019-01-05,6.7,3.8,3.7,-0.4,20.0,20.0,63.0,23.8,New York
2019-01-06,9.0,0.2,3.5,-5.6,0.2,0.2,51.0,31.3,New York
2019-01-07,0.3,-5.3,-4.1,-10.4,0.2,0.1,71.0,19.1,New York
2019-01-08,8.0,0.0,5.1,-5.2,0.3,0.3,51.0,15.4,New York
2019-01-09,7.0,0.7,2.2,-5.8,3.0,3.0,61.0,35.3,New York
2019-01-10,0.8,-2.1,-6.4,-9.4,0.0,0.0,3.0,36.7,New York
2019-01-11,-1.2,-5.8,-8.8,-12.4,0.0,0.0,3.0,28.3,New York
2019-01-12,2.2,-6.4,-2.3,-11.7,0.0,0.0,3.0,11.8,New York
2019-01-13,0.0,-4.0,-5.6,-9.5,0.8,0.0,71.0,16.9,New York
2019-01-14,1.0,-6.2,-4.1,-12.5,0.0,0.0,3.0,21.5,New York
2019-01-15,3.6,-5.0,-1.1,-9.3,0.0,0.0,3.0,10.4,New York
2019-01-16,4.5,-4.3,-1.6,-8.7,0.0,0.0,3.0,22.8,New York
2019-01-17,0.0,-5.5,-4.6,-10.1,0.0,0.0,3.0,18.6,New York
2019-01-18,3.4,-1.9,0.4,-6.6,1.5,0.0,73.0,11.9,New York
2019-01-19,3.2,-3.1,-1.6,-7.3,3.0,1.7,73.0,20.4,New York
2019-01-20,9.5,-10.8,7.8,-18.8,30.9,28.7,75.0,33.8,New York
2019-01-21,-11.2,-15.9,-18.7,-23.8,0.0,0.0,3.0,35.9,New York
2019-01-22,-1.8,-11.6,-6.1,-18.1,0.0,0.0,3.0,21.8,New York
2019-01-23,7.4,-3.0,3.5,-8.9,0.0,0.0,3.0,22.9,New York
2019-01-24,12.4,1.2,9.4,-5.2,33.1,33.1,63.0,44.4,New York
2019-01-25,2.8,-3.5,-4.0,-8.7,0.0,0.0,3.0,35.0,New York
2019-01-26,1.1,-6.5,-4.1,-11.0,0.0,0.0,3.0,13.4,New York
2019-01-27,9.2,-2.9,2.9,-7.1,0.0,0.0,3.0,29.2,New York
2019-01-28,2.1,-5.6,-2.4,-9.9,0.0,0.0,3.0,19.1,New York
2019-01-29,4.3,-6.2,-0.5,-10.4,5.1,4.8,73.0,23.4,New York
2019-01-30,0.5,-14.1,-4.0,-22.1,0.6,0.1,71.0,39.8,New York
2019-01-31,-8.4,-16.6,-15.4,-23.5,0.0,0.0,0.0,25.4,New York
2019-02-01,-5.0,-11.9,-9.9,-17.5,0.0,0.0,3.0,13.5,New York
2019-02-02,2.2,-9.6,-4.2,-14.0,0.0,0.0,3.0,23.8,New York
2019-02-03,9.9,-3.8,6.3,-7.5,0.0,0.0,2.0,18.3,New York
2019-02-04,11.6,-2.2,9.0,-6.1,0.0,0.0,0.0,14.4,New York
2019-02-05,17.6,0.3,15.6,-3.1,0.0,0.0,3.0,13.8,New York
2019-02-06,6.8,-1.3,2.8,-6.0,6.5,6.5,63.0,17.7,New York
2019-02-07,7.8,2.3,5.2,-1.2,7.0,7.0,63.0,16.9,New York
2019-02-08,11.0,0.1,5.8,-8.2,8.3,8.3,61.0,33.8,New York
2019-02-09,0.6,-5.1,-6.7,-12.2,0.0,0.0,2.0,32.8,New York
2019-02-10,2.9,-6.4,-2.3,-10.8,0.0,0.0,3.0,13.4,New York
2019-02-11,2.8,-2.0,-1.4,-6.0,0.4,0.0,71.0,11.0,New York
2019-02-12,0.6,-3.2,-4.1,-9.2,16.9,11.4,75.0,25.4,New York
2019-02-13,5.7,-1.5,-1.5,-7.3,2.7,2.7,53.0,34.0,New York
2019-02-14,7.0,-2.9,2.0,-8.3,0.0,0.0,3.0,19.5,New York
2019-02-15,13.1,3.0,8.5,-1.2,0.2,0.2,51.0,25.0,New York
2019-02-16,8.1,-1.9,3.3,-6.6,0.0,0.0,3.0,23.8,New York
2019-02-17,1.9,-5.4,-1.6,-10.2,0.5,0.5,51.0,15.5,New York
2019-02-18,6.8,-3.0,1.0,-9.3,4.9,3.9,73.0,30.5,New York
2019-02-19,2.5,-5.5,-3.0,-10.8,0.0,0.0,3.0,19.6,New York
2019-02-20,-0.8,-4.1,-4.8,-8.4,9.8,1.6,75.0,16.1,New York
2019-02-21,11.5,-0.6,6.8,-5.0,8.9,8.7,71.0,19.8,New York
2019-02-22,7.0,0.4,2.1,-4.0,0.0,0.0,3.0,18.2,New York
2019-02-23,4.3,-2.5,0.4,-6.7,1.1,1.1,53.0,12.9,New York
2019-02-24,9.6,1.9,6.7,-1.6,20.9,20.9,63.0,40.1,New York
2019-02-25,5.5,-2.1,-2.8,-9.7,0.0,0.0,3.0,45.7,New York
2019-02-26,3.4,-4.8,-3.5,-11.0,0.0,0.0,3.0,28.0,New York
2019-02-27,-1.8,-5.5,-6.6,-11.1,0.4,0.0,71.0,19.1,New York
2019-02-28,2.6,-3.8,-2.5,-8.9,0.3,0.0,71.0,27.7,New York
2019-03-01,2.7,-3.7,-1.2,-8.4,2.0,0.0,73.0,13.3,New York
2019-03-02,3.2,-1.1,0.1,-6.3,10.4,0.1,75.0,19.9,New York
2019-03-03,5.3,-1.3,1.9,-5.2,8.6,0.5,75.0,14.4,New York
2019-03-04,2.1,-4.9,-2.2,-9.6,17.9,0.0,75.0,22.2,New York
2019-03-05,-1.6,-15.4,-6.6,-20.8,0.0,0.0,2.0,15.8,New York
2019-03-06,-3.0,-9.8,-10.2,-15.8,0.0,0.0,3.0,27.3,New York
2019-03-07,0.7,-9.3,-5.8,-14.4,0.2,0.0,71.0,27.2,New York
2019-03-08,2.3,-7.2,-2.0,-11.3,0.0,0.0,3.0,15.0,New York
2019-03-09,7.8,-4.3,5.7,-8.1,0.0,0.0,3.0,13.8,New York
2019-03-10,9.0,1.1,7.5,-3.7,14.7,13.6,73.0,24.9,New York
2019-03-11,10.9,2.1,5.6,-2.3,0.0,0.0,3.0,26.4,New York
2019-03-12,5.0,-1.4,-1.4,-6.9,0.0,0.0,3.0,26.2,New York
2019-03-13,6.1,-4.7,2.7,-8.7,0.0,0.0,3.0,19.1,New York
2019-03-14,10.8,0.9,6.7,-2.6,0.0,0.0,3.0,22.5,New York
2019-03-15,21.9,9.6,19.5,5.7,19.6,19.6,65.0,31.6,New York
2019-03-16,12.8,3.1,9.5,-3.2,0.0,0.0,3.0,31.6,New York
2019-03-17,5.8,-2.0,0.8,-6.6,0.0,0.0,3.0,21.5,New York
2019-03-18,7.1,-4.0,2.1,-7.9,0.0,0.0,3.0,15.7,New York
2019-03-19,8.2,-3.4,3.8,-7.3,0.0,0.0,3.0,15.1,New York
2019-03-20,9.4,-1.9,5.8,-5.6,0.0,0.0,3.0,26.6,New York
2019-03-21,8.8,2.8,4.7,-0.2,14.7,14.7,61.0,24.3,New York
2019-03-22,9.3,3.8,2.3,-3.2,18.1,18.1,63.0,39.0,New York
2019-03-23,8.6,-0.2,1.5,-8.3,0.4,0.1,71.0,34.5,New York
2019-03-24,13.5,-1.8,8.3,-6.0,0.0,0.0,3.0,21.6,New York
2019-03-25,9.8,5.3,5.8,0.7,1.2,1.2,51.0,16.3,New York
2019-03-26,8.0,-2.4,2.6,-9.1,0.0,0.0,3.0,22.9,New York
2019-03-27,5.9,-2.5,3.5,-7.2,0.0,0.0,3.0,16.2,New York
2019-03-28,8.7,-2.3,4.7,-6.3,0.0,0.0,3.0,26.9,New York
2019-03-29,12.7,5.2,11.0,1.7,0.6,0.6,51.0,14.6,New York
2019-03-30,16.1,6.5,13.3,4.1,0.0,0.0,3.0,32.1,New York
2019-03-31,17.7,4.4,14.7,-1.1,4.3,4.3,61.0,24.1,New York
2019-04-01,7.6,-1.0,1.5,-7.5,0.0,0.0,3.0,32.3,New York
2019-04-02,8.5,-1.4,4.1,-5.7,0.9,0.9,51.0,25.0,New York
2019-04-03,16.9,2.2,10.1,-2.1,0.8,0.8,51.0,38.6,New York
2019-04-04,14.2,2.1,9.0,-1.8,0.0,0.0,3.0,28.2,New York
2019-04-05,5.4,1.6,1.1,-2.9,6.9,6.9,61.0,18.0,New York
2019-04-06,19.5,3.7,17.6,0.6,0.4,0.4,51.0,14.8,New York
2019-04-07,15.6,4.4,13.3,2.0,0.0,0.0,3.0,19.4,New York
2019-04-08,24.6,9.8,23.1,7.6,10.0,10.0,63.0,25.2,New York
2019-04-09,11.0,6.3,8.3,4.2,0.8,0.8,53.0,21.5,New York
2019-04-10,14.2,4.8,9.0,1.2,0.0,0.0,3.0,26.0,New York
2019-04-11,10.0,2.6,8.8,-1.0,0.0,0.0,3.0,14.9,New York
2019-04-12,18.9,6.4,17.6,3.3,12.3,12.3,63.0,32.4,New York
2019-04-13,22.9,14.4,22.9,12.5,12.6,12.6,63.0,21.3,New York
2019-04-14,18.3,11.7,18.9,11.1,2.6,2.6,61.0,24.2,New York
2019-04-15,18.9,7.2,17.2,0.3,17.2,17.2,63.0,39.6,New York
2019-04-16,17.2,4.9,12.4,-0.6,0.0,0.0,3.0,29.0,New York
2019-04-17,14.3,7.8,13.2,4.4,0.6,0.6,51.0,21.9,New York
2019-04-18,16.2,8.6,13.7,5.0,1.7,1.7,53.0,24.6,New York
2019-04-19,24.1,15.2,22.8,12.4,6.1,6.1,63.0,33.5,New York
2019-04-20,17.5,12.1,16.3,9.3,10.7,10.7,61.0,33.5,New York
2019-04-21,16.6,9.6,14.9,8.6,0.1,0.1,51.0,20.9,New York
2019-04-22,17.1,9.5,15.3,7.4,7.4,7.4,61.0,23.6,New York
2019-04-23,22.8,10.0,24.0,8.4,0.2,0.2,51.0,23.8,New York
2019-04-24,19.7,11.5,16.5,10.1,0.2,0.2,51.0,22.3,New York
2019-04-25,15.5,7.5,14.7,4.8,2.3,2.3,53.0,17.0,New York
2019-04-26,16.5,10.3,14.2,8.6,16.6,16.6,61.0,28.0,New York
2019-04-27,12.6,7.7,8.2,3.1,2.9,2.9,61.0,40.4,New York
2019-04-28,11.1,5.8,7.7,2.8,1.7,1.7,55.0,21.0,New York
2019-04-29,12.8,3.3,11.3,-0.7,0.1,0.1,51.0,19.7,New York
2019-04-30,19.4,8.6,17.7,6.4,3.7,3.7,55.0,12.9,New York
2019-05-01,12.2,8.9,9.5,7.6,1.6,1.6,51.0,20.2,New York
2019-05-02,22.9,10.1,26.7,8.5,5.7,5.7,61.0,19.4,New York
2019-05-03,13.5,9.4,12.7,7.5,0.6,0.6,51.0,12.7,New York
2019-05-04,19.9,10.9,20.7,10.6,11.6,11.6,61.0,10.9,New York
2019-05-05,13.5,10.9,13.7,7.4,36.0,36.0,63.0,24.6,New York
2019-05-06,20.9,9.6,20.3,7.4,0.9,0.9,53.0,20.9,New York
2019-05-07,18.4,10.1,18.3,9.0,4.4,4.4,61.0,20.0,New York
2019-05-08,19.6,10.5,19.0,8.7,1.0,1.0,53.0,17.5,New York
2019-05-09,14.4,9.5,10.7,6.5,0.0,0.0,3.0,23.3,New York
2019-05-10,22.9,11.8,23.0,8.7,2.0,2.0,55.0,22.4,New York
2019-05-11,19.6,11.3,19.7,7.8,4.5,4.5,61.0,20.7,New York
2019-05-12,12.5,7.1,12.5,2.8,29.2,29.2,63.0,31.0,New York
2019-05-13,11.1,7.0,7.7,3.2,20.5,20.5,63.0,20.4,New York
2019-05-14,12.1,7.1,10.1,4.6,4.0,4.0,53.0,15.0,New York
2019-05-15,19.7,6.1,17.8,2.9,0.4,0.4,51.0,23.4,New York
2019-05-16,20.9,9.4,19.7,8.0,0.4,0.4,51.0,15.2,New York
2019-05-17,24.7,11.9,25.1,10.5,0.9,0.9,53.0,18.0,New York
2019-05-18,23.0,11.4,22.7,9.1,0.0,0.0,3.0,17.1,New York
2019-05-19,23.3,12.1,22.8,10.9,0.7,0.7,51.0,27.4,New York
2019-05-20,28.2,19.1,28.5,18.9,1.8,1.8,53.0,26.5,New York
2019-05-21,20.0,12.4,16.4,8.7,0.0,0.0,3.0,27.8,New York
2019-05-22,22.4,10.3,21.8,7.6,0.0,0.0,3.0,18.9,New York
2019-05-23,25.2,14.5,25.3,12.2,2.1,2.1,53.0,23.5,New York
2019-05-24,23.3,15.7,20.4,14.2,0.0,0.0,3.0,34.7,New York
2019-05-25,19.3,12.1,18.1,11.6,0.0,0.0,3.0,29.1,New York
2019-05-26,29.6,15.1,31.7,13.5,2.0,2.0,55.0,21.3,New York
2019-05-27,25.7,15.9,25.6,14.5,0.0,0.0,3.0,17.1,New York
2019-05-28,21.5,16.0,23.0,15.0,6.5,6.5,61.0,30.8,New York
2019-05-29,20.6,13.6,23.0,13.1,2.7,2.7,53.0,21.0,New York
2019-05-30,19.8,13.1,20.3,13.5,14.1,14.1,63.0,17.8,New York
2019-05-31,25.5,17.3,26.0,18.0,0.5,0.5,51.0,14.8,New York
2019-06-01,25.6,15.8,28.9,15.6,0.0,0.0,3.0,19.5,New York
2019-06-02,26.2,16.8,27.4,17.9,2.1,2.1,53.0,20.6,New York
2019-06-03,20.4,13.2,17.3,11.1,0.0,0.0,2.0,27.0,New York
2019-06-04,21.3,11.0,19.1,8.7,0.0,0.0,3.0,20.0,New York
2019-06-05,26.1,16.4,28.2,13.3,3.9,3.9,61.0,23.4,New York
2019-06-06,27.3,19.7,29.6,21.0,15.8,15.8,63.0,21.1,New York
2019-06-07,25.4,17.3,26.2,18.5,0.0,0.0,3.0,16.8,New York
2019-06-08,25.9,15.4,26.8,15.4,0.0,0.0,3.0,21.7,New York
2019-06-09,23.3,13.4,21.5,12.8,0.0,0.0,3.0,24.9,New York
2019-06-10,20.2,13.5,21.8,12.1,15.4,15.4,61.0,25.2,New York
2019-06-11,23.4,16.5,23.3,14.7,8.7,8.7,61.0,29.2,New York
2019-06-12,22.1,12.6,22.0,11.3,0.0,0.0,3.0,23.0,New York
2019-06-13,19.3,14.9,19.9,12.2,22.8,22.8,63.0,32.8,New York
2019-06-14,22.5,14.2,18.3,12.0,0.7,0.7,51.0,28.7,New York
2019-06-15,26.8,12.5,25.5,11.4,0.0,0.0,3.0,24.7,New York
2019-06-16,26.8,17.3,28.7,17.7,3.2,3.2,53.0,20.9,New York
2019-06-17,23.6,19.4,26.3,21.3,5.2,5.2,53.0,12.3,New York
2019-06-18,24.8,19.1,28.1,21.3,10.9,10.9,63.0,14.8,New York
2019-06-19,21.0,17.8,22.9,19.6,11.7,11.7,61.0,16.9,New York
2019-06-20,26.2,19.1,29.6,21.0,10.9,10.9,63.0,15.4,New York
2019-06-21,24.1,18.7,25.4,16.6,15.9,15.9,63.0,26.4,New York
2019-06-22,24.2,15.7,22.9,13.6,0.0,0.0,1.0,24.3,New York
2019-06-23,26.8,15.3,27.4,13.8,0.0,0.0,3.0,18.3,New York
2019-06-24,28.3,15.9,29.2,16.5,0.0,0.0,3.0,13.8,New York
2019-06-25,27.5,20.3,33.1,23.1,9.0,9.0,61.0,11.8,New York
2019-06-26,30.2,20.4,32.1,20.7,0.2,0.2,51.0,18.4,New York
2019-06-27,30.4,19.7,32.5,21.6,0.0,0.0,3.0,17.4,New York
2019-06-28,29.9,19.5,33.5,21.7,0.3,0.3,51.0,13.6,New York
2019-06-29,31.1,21.7,35.0,25.1,1.4,1.4,53.0,19.3,New York
2019-06-30,27.1,21.2,26.1,19.4,0.0,0.0,3.0,29.0,New York
2019-07-01,29.3,17.2,30.0,16.6,0.0,0.0,3.0,17.7,New York
2019-07-02,29.8,18.6,32.0,19.5,0.4,0.4,51.0,17.5,New York
2019-07-03,28.7,22.2,32.4,26.0,0.7,0.7,51.0,10.1,New York
2019-07-04,29.9,21.3,33.9,24.5,0.0,0.0,3.0,17.7,New York
2019-07-05,27.2,20.2,30.7,22.7,0.4,0.4,51.0,20.9,New York
2019-07-06,30.2,23.8,34.2,27.7,8.5,8.5,63.0,18.8,New York
2019-07-07,27.8,22.2,31.1,25.0,2.3,2.3,53.0,18.7,New York
2019-07-08,24.5,20.5,25.8,22.6,11.2,11.2,61.0,9.4,New York
2019-07-09,31.2,19.4,33.2,21.7,0.0,0.0,3.0,12.1,New York
2019-07-10,31.1,20.6,33.9,23.3,0.0,0.0,3.0,22.3,New York
2019-07-11,28.2,21.7,30.7,24.6,8.6,8.6,63.0,25.2,New York
2019-07-12,30.1,22.3,32.2,23.9,3.0,3.0,61.0,24.0,New York
2019-07-13,30.3,19.8,32.5,21.1,0.0,0.0,0.0,17.2,New York
2019-07-14,30.8,21.8,33.0,23.8,0.0,0.0,3.0,22.6,New York
2019-07-15,30.4,18.9,31.2,19.5,0.0,0.0,3.0,13.9,New York
2019-07-16,33.0,20.1,35.5,22.4,0.1,0.1,51.0,21.3,New York
2019-07-17,32.7,23.6,37.6,27.2,17.1,17.1,63.0,16.3,New York
2019-07-18,28.3,21.9,33.6,23.9,11.4,11.4,63.0,18.0,New York
2019-07-19,33.0,21.6,37.1,24.8,0.1,0.1,51.0,15.8,New York
2019-07-20,35.0,25.3,41.1,30.1,0.7,0.7,51.0,19.3,New York
2019-07-21,34.3,25.2,39.1,29.3,0.1,0.1,51.0,20.4,New York
2019-07-22,29.7,23.9,34.9,28.2,27.5,27.5,63.0,21.2,New York
2019-07-23,24.1,20.0,28.2,21.0,24.1,24.1,63.0,18.4,New York
2019-07-24,26.5,20.1,27.4,22.4,1.2,1.2,53.0,12.4,New York
2019-07-25,28.4,20.1,29.1,21.8,0.0,0.0,2.0,11.2,New York
2019-07-26,28.3,18.7,31.0,20.3,0.0,0.0,1.0,13.3,New York
2019-07-27,28.1,20.6,31.3,22.7,0.0,0.0,2.0,17.9,New York
2019-07-28,31.7,21.5,33.4,23.4,0.0,0.0,3.0,18.1,New York
2019-07-29,31.8,21.4,34.7,23.6,0.7,0.7,53.0,17.7,New York
2019-07-30,31.7,23.3,36.7,27.2,0.4,0.4,51.0,19.9,New York
2019-07-31,29.9,22.4,35.2,26.1,12.0,12.0,65.0,14.7,New York
2019-08-01,29.4,22.0,32.4,26.0,0.0,0.0,3.0,10.5,New York
2019-08-02,28.6,22.3,30.9,25.3,0.1,0.1,51.0,16.9,New York
2019-08-03,27.7,20.8,31.5,24.1,1.7,1.7,51.0,18.1,New York
2019-08-04,30.6,21.2,32.3,24.6,2.0,2.0,55.0,9.1,New York
2019-08-05,27.1,20.5,29.8,20.8,0.0,0.0,3.0,15.6,New York
2019-08-06,26.4,21.1,28.7,24.7,1.0,1.0,53.0,16.1,New York
2019-08-07,28.2,21.1,31.7,23.7,17.4,17.4,63.0,19.2,New York
2019-08-08,29.2,19.0,31.1,21.5,1.0,1.0,53.0,21.3,New York
2019-08-09,28.8,20.2,28.4,21.3,0.3,0.3,51.0,17.3,New York
2019-08-10,27.2,18.3,26.2,18.1,0.0,0.0,3.0,22.3,New York
2019-08-11,27.5,15.8,26.7,15.6,0.0,0.0,3.0,15.1,New York
2019-08-12,29.7,16.7,30.7,17.3,0.0,0.0,3.0,25.6,New York
2019-08-13,25.2,21.5,28.3,23.7,8.0,8.0,63.0,13.8,New York
2019-08-14,25.5,20.8,29.8,24.2,10.1,10.1,61.0,11.2,New York
2019-08-15,26.8,20.6,30.1,23.5,1.1,1.1,51.0,17.1,New York
